ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
1,Alabama,AL,1001,Autauga County,1001,"Autauga County, Alabama",594.4547864,58761,0,24457,41,22308,369,11780,1363,752,215,4389,582,3857,512,4225,753,9176,98,13766,42,9425,631,1247,296,203,198,16126,224,970,374,3805,440,307,163,888,237,551,21,20.2,2.3,2.8,0.8,19.7,2.6,9.6,1.3,7.4,1.3,15.6,0.2,23.4,0.1,16.4,1.1,5.6,1.3,0.4,0.4,27.4,0.4,3.9,1.5,15.6,1.8,1.4,0.7,4,1.1,0.9,0,0.3621,0.1457,0.3388,0.4276,0.412,1.6862,0.2367,0.1718,0.6962,0.5581,0.5304,0.315,2.2715,0.3675,0.6354,0.6354,0.6354,0.5921,0.6892,0.3198,0.2491,0.1091,1.9593,0.2358,6.5524,0.2663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42938,2425,385,11496,525,1864,0,636,213,59,71,0,30,1930,598,141,183,10.9,1.7,19.6,0.9,3.2,0,1.1,0.4,0.1,0.1,0,0.1,3.3,1,0.2,0.3
1,Alabama,AL,1003,Baldwin County,1003,"Baldwin County, Alabama",1589.861817,233420,0,125113,85,90802,1229,42088,2875,3825,609,21039,1527,14031,1216,21472,1920,49499,64,49396,0,31878,1668,3849,567,1741,496,41259,1020,20730,1122,12752,1015,1801,432,2056,396,3401,75,18.3,1.3,3.4,0.6,23.2,1.7,8.4,0.7,9.3,0.8,21.2,0.1,21.2,0,13.9,0.7,4.2,0.6,0.8,0.2,17.7,0.4,16.6,0.9,10.2,0.8,1.9,0.5,2.3,0.4,1.5,0,0.2638,0.2393,0.6297,0.3303,0.5727,2.0358,0.3433,0.6755,0.391,0.3261,0.2412,0.518,2.1518,0.2883,0.489,0.489,0.489,0.9535,0.5068,0.5087,0.0563,0.3299,2.3552,0.4308,7.0318,0.3487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,226339,9867,998,19318,730,11210,0,2046,347,512,187,22,26,7159,918,992,807,10.9,1.1,8.3,0.3,4.8,0,0.9,0.1,0.2,0.1,0,0.1,3.1,0.4,0.4,0.3
1,Alabama,AL,1005,Barbour County,1005,"Barbour County, Alabama",885.0076186,24877,0,11673,52,9016,304,8248,594,516,162,2260,321,4155,360,2348,318,4926,28,5151,26,3970,394,1012,169,467,239,13793,174,154,85,3409,323,345,157,1058,193,2988,104,37.7,2.7,5.8,1.8,25.1,3.5,23.5,2,10.7,1.4,19.8,0.1,20.7,0.1,18.1,1.8,11.3,1.8,2,1,55.4,0.7,1.4,0.7,29.2,2.8,3.8,1.7,11.7,2.1,12,0.4,0.936,0.7082,0.7556,0.9618,0.6701,4.0317,0.9399,0.5453,0.3331,0.6974,0.9701,0.7773,3.3232,0.9399,0.8941,0.8941,0.8941,0.2494,0.9373,0.8587,0.9586,0.9551,3.9591,0.9959,12.2081,0.9927,1,0,0,1,0,2,0,0,0,1,0,1,0,0,0,1,0,1,1,3,6,27455,2865,304,11662,218,1202,0,126,26,63,37,3,4,447,174,290,201,31.8,3.3,46.9,0.9,4.8,0,0.5,0.1,0.3,0.1,0,0.1,1.8,0.7,1.2,0.8
1,Alabama,AL,1007,Bibb County,1007,"Bibb County, Alabama",622.4692865,22251,0,9046,97,7216,252,6047,940,786,269,1671,336,3366,440,1760,386,3734,131,4715,97,4097,474,515,183,61,106,5731,34,236,161,2765,388,94,64,544,255,1421,278,29,4.5,8.7,3,23.2,4.6,21.1,2.8,8.4,1.9,16.8,0.6,21.2,0.4,19.6,2.2,7.2,2.5,0.3,0.5,25.8,0.2,2.7,1.8,30.6,4.3,1.3,0.9,7.5,3.5,6.4,1.2,0.7515,0.9338,0.6297,0.9373,0.4995,3.7518,0.8893,0.258,0.391,0.7868,0.7706,0.2475,2.4539,0.4954,0.6185,0.6185,0.6185,0.4531,0.95,0.2765,0.7792,0.8664,3.3252,0.8931,10.1494,0.8451,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,18664,1461,309,4598,294,650,0,69,94,15,23,0,24,382,220,17,30,20.2,4.3,20.7,1.3,2.9,0,0.3,0.4,0.1,0.1,0,0.2,1.7,1,0.1,0.1
1,Alabama,AL,1009,Blount County,1009,"Blount County, Alabama",644.8903763,59077,0,24677,50,21626,386,13348,1075,1578,354,4186,467,7447,632,5948,749,10791,132,13564,112,9948,805,1149,231,1222,277,8463,377,232,111,5901,578,511,158,1047,271,612,20,22.9,1.8,6,1.3,19.4,2.1,18.2,1.5,10.2,1.3,18.3,0.2,23,0.2,17,1.4,5.3,1.1,2.2,0.5,14.3,0.6,0.9,0.4,23.9,2.3,2.3,0.7,4.8,1.2,1,0,0.49,0.7385,0.3121,0.8734,0.6328,3.0468,0.6866,0.3926,0.6452,0.6134,0.4693,0.7973,2.9178,0.7884,0.413,0.413,0.413,0.1594,0.8778,0.636,0.3939,0.1403,2.2074,0.3532,8.585,0.6166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39822,3654,454,729,196,5721,0,100,96,75,46,117,96,1634,388,87,80,16.9,2.1,1.2,0.3,9.7,0,0.2,0.2,0.1,0.1,0.2,0.2,2.8,0.7,0.1,0.1
1,Alabama,AL,1011,Bullock County,1011,"Bullock County, Alabama",622.8147532,10328,0,4541,31,3450,214,4559,567,144,146,804,224,1905,318,1176,278,1714,20,2175,0,1078,260,565,191,172,127,8203,75,187,116,1927,261,29,39,359,131,738,61,47.4,5.9,3.7,3.7,23.3,6.3,26.6,4.4,12.2,2.9,16.6,0.4,21.1,0,11.2,2.7,16.3,5.4,1.8,1.3,79.4,0.7,4.1,2.6,42.4,5.8,0.8,1.1,10.4,3.8,7.1,0.6,0.9882,0.2924,0.6405,0.9809,0.7585,3.6605,0.8654,0.244,0.3761,0.1114,0.9971,0.7534,2.482,0.5138,0.9809,0.9809,0.9809,0.6087,0.9924,0.1193,0.9332,0.8858,3.5394,0.9491,10.6628,0.8985,1,0,0,1,0,2,0,0,0,1,0,1,1,1,0,1,0,1,0,2,6,8449,1325,246,7117,88,907,0,43,49,0,20,0,20,136,112,0,20,38.4,7.1,68.9,0.8,8.8,0,0.4,0.5,0,0.4,0,0.4,1.3,1.1,0,0.4
1,Alabama,AL,1013,Butler County,1013,"Butler County, Alabama",776.8382078,18981,0,9835,27,7131,321,6299,599,548,201,1607,244,1646,272,2053,383,4021,87,4234,88,3020,337,514,133,12,76,9326,18,80,47,2116,234,42,32,359,95,335,8,33.8,3.2,6.8,2.5,22.5,3.3,12.4,2,11,2,21.2,0.5,22.3,0.5,16.2,1.8,7.2,1.8,0.1,0.4,49.1,0.1,0.8,0.5,21.5,2.4,0.6,0.4,5,1.3,1.8,0,0.8743,0.832,0.5756,0.6246,0.6885,3.595,0.8441,0.6755,0.5444,0.5406,0.7706,0.0856,2.6167,0.6106,0.8661,0.8661,0.8661,0.1406,0.8377,0.0722,0.4295,0.4321,1.9121,0.217,8.9899,0.6872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17805,1525,222,8462,68,322,0,243,59,69,51,0,20,222,106,8,11,21.4,3,44.6,0.4,1.7,0,1.3,0.3,0.4,0.3,0,0.2,1.2,0.6,0,0.1
1,Alabama,AL,1015,Calhoun County,1015,"Calhoun County, Alabama",605.8899365,116162,0,53167,70,44693,646,32247,1864,3692,568,10291,804,11783,809,12430,1077,20794,97,24599,0,23123,1192,3113,459,553,214,34311,287,2008,316,7780,690,768,217,2490,390,3689,128,28.7,1.7,6.9,1.1,23,1.8,14.9,1,10.8,0.9,17.9,0.1,21.2,0,20.2,1,6.9,1,0.5,0.2,29.5,0.2,3.7,0.6,14.6,1.3,1.7,0.5,5.6,0.9,3.2,0.1,0.7413,0.8403,0.6157,0.7553,0.6742,3.6268,0.854,0.3522,0.391,0.8218,0.7337,0.377,2.6757,0.65,0.658,0.658,0.658,0.5746,0.6634,0.4311,0.5358,0.6901,2.895,0.7114,9.8555,0.8145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120551,7398,658,25204,415,4736,0,708,138,174,92,207,190,2855,389,427,275,16.6,1.4,21.7,0.4,4.1,0,0.6,0.1,0.1,0.1,0.2,0.2,2.5,0.3,0.4,0.2
1,Alabama,AL,1017,Chambers County,1017,"Chambers County, Alabama",596.554065,34612,0,16427,29,13143,375,9779,1047,559,197,3037,384,4087,492,3684,558,6830,43,7191,43,7113,561,735,269,88,113,15818,65,1183,283,2237,306,701,283,916,195,638,26,28.8,3.1,3.6,1.2,23.1,2.8,16.5,2,10.8,1.6,19.7,0.1,20.8,0.1,20.8,1.6,5.6,2,0.3,0.3,45.7,0.2,7.2,1.7,13.6,1.9,5.3,2.1,7,1.4,1.8,0.1,0.7455,0.2752,0.6236,0.8158,0.6742,3.1343,0.7171,0.5348,0.3443,0.847,0.5304,0.2475,2.504,0.5317,0.8396,0.8396,0.8396,0.7922,0.6344,0.937,0.7203,0.4321,3.516,0.9469,9.9939,0.8295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,26891,2819,376,14107,153,1129,0,60,54,10,22,3,5,446,138,63,63,21.4,2.7,40.8,0.4,3.3,0,0.2,0.2,0,0.1,0,0.1,1.3,0.4,0.2,0.2
1,Alabama,AL,1019,Cherokee County,1019,"Cherokee County, Alabama",553.5238774,25069,0,14687,43,9997,438,6322,842,425,160,1986,294,3348,424,2533,434,5827,67,4726,17,5026,459,453,127,227,154,2320,101,174,72,3945,417,72,46,324,113,298,12,25.6,3.4,4,1.5,19.9,2.8,18.1,2.3,10.2,1.8,23.2,0.3,18.9,0.1,20.3,1.9,4.6,1.3,0.9,0.6,9.3,0.4,1.2,0.5,26.9,2.8,0.7,0.5,3.2,1.1,1.2,0,0.6163,0.3509,0.3532,0.8686,0.6328,2.8218,0.6077,0.8034,0.1683,0.8272,0.3223,0.5536,2.6748,0.6494,0.2628,0.2628,0.2628,0.2141,0.9195,0.0948,0.1413,0.2119,1.5816,0.1152,7.341,0.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,18817,2183,313,1000,142,479,0,21,58,113,77,0,24,691,173,16,25,21.8,2.9,4,0.6,1.9,0,0.1,0.2,0.5,0.3,0,0.1,2.8,0.7,0.1,0.1
1,Alabama,AL,1021,Chilton County,1021,"Chilton County, Alabama",692.8364509,45140,0,19546,27,16931,420,10122,1205,1056,290,2713,438,5460,659,5146,625,7605,189,10705,42,8682,666,636,183,908,374,9426,233,81,78,5976,524,439,148,556,195,459,19,22.8,2.7,5.3,1.4,16,2.6,17.8,2.2,11.5,1.4,16.8,0.4,23.7,0.1,19.4,1.5,3.8,1.1,2.1,0.9,20.9,0.5,0.5,0.4,30.6,2.7,2.6,0.9,3.3,1.1,1,0,0.4852,0.616,0.1012,0.8562,0.7222,2.7808,0.5924,0.258,0.7375,0.7782,0.1734,0.7865,2.7336,0.6837,0.5425,0.5425,0.5425,0.0923,0.95,0.7019,0.1537,0.1403,2.0382,0.2698,8.0951,0.5336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,34662,3152,423,4254,228,3664,0,229,48,17,12,15,29,929,240,318,216,18.6,2.5,9.4,0.5,8.1,0,0.5,0.1,0,0.1,0,0.1,2.1,0.5,0.7,0.5
1,Alabama,AL,1023,Choctaw County,1023,"Choctaw County, Alabama",913.4787538,12669,0,7138,23,5228,255,3982,492,249,121,1011,193,1594,253,1034,339,2950,4,2526,59,2955,333,339,129,38,81,5507,20,66,45,2387,287,32,32,297,126,171,15,31.9,3.9,5.2,2.5,19.3,3.6,17.6,2.9,8.2,2.7,23.3,0.1,19.9,0.5,23.6,2.7,6.5,2.4,0.3,0.7,43.5,0.2,0.9,0.6,33.4,4,0.6,0.6,5.7,2.4,1.3,0.1,0.8317,0.5921,0.2994,0.8498,0.4827,3.0557,0.6901,0.8085,0.2507,0.9376,0.6898,0.2475,2.9341,0.798,0.8151,0.8151,0.8151,0.1594,0.9653,0.0722,0.5562,0.252,2.0051,0.2539,8.81,0.6548,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2,11793,1594,235,5055,174,143,0,15,24,28,30,0,20,266,165,0,20,30.5,4.3,39.9,1.4,1.1,0,0.1,0.2,0.2,0.2,0,0.3,2.1,1.3,0,0.3
1,Alabama,AL,1025,Clarke County,1025,"Clarke County, Alabama",1238.41988,23058,0,11733,36,8188,344,6742,726,1116,307,1637,263,2980,397,2166,411,4700,24,5075,93,4454,430,645,168,21,94,11249,99,162,102,2956,347,117,77,869,235,373,12,29.7,3.2,12.5,3.3,20,3.1,18.6,2.5,9.5,1.8,20.4,0.1,22,0.4,19.6,1.9,7.8,2,0.1,0.4,48.8,0.4,1.4,0.9,25.2,3,1.4,0.9,10.6,2.8,1.6,0.1,0.7703,0.9866,0.3624,0.8839,0.5861,3.5893,0.8412,0.6052,0.5014,0.7868,0.833,0.0856,2.812,0.7264,0.8641,0.8641,0.8641,0.2494,0.8956,0.3198,0.9386,0.3675,2.7709,0.6462,10.0363,0.8365,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,23287,2373,348,10479,91,335,0,90,30,15,17,0,24,184,88,146,98,29,3.9,45.4,0.4,1.5,0,0.4,0.1,0.1,0.1,0,0.2,0.8,0.4,0.6,0.4
1,Alabama,AL,1027,Clay County,1027,"Clay County, Alabama",603.9621485,14209,0,7040,22,5485,250,4043,677,315,126,1130,226,1675,255,1124,299,2959,71,2910,0,2722,364,307,87,6,80,2824,55,45,28,1684,281,115,73,349,102,262,8,29.1,4.9,5.7,2.3,20.6,4,16.7,2.5,8.1,2.1,20.8,0.5,20.5,0,19.6,2.6,5.6,1.6,0,0.6,19.9,0.4,0.7,0.4,23.9,4,2.1,1.3,6.4,1.9,1.8,0.1,0.7553,0.6939,0.4168,0.8221,0.4741,3.1622,0.7235,0.6459,0.3102,0.7868,0.5304,0,2.2733,0.3688,0.5269,0.5269,0.5269,0.1254,0.8778,0.5759,0.6497,0.4321,2.6609,0.5851,8.6233,0.6223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12537,1366,239,1790,217,437,0,36,42,0,20,0,20,549,219,12,20,24.9,4.2,12.6,1.5,3.1,0,0.3,0.3,0,0.3,0,0.3,3.9,1.5,0.1,0.1
1,Alabama,AL,1029,Cleburne County,1029,"Cleburne County, Alabama",560.1052185,15144,0,6818,23,5761,196,4145,701,152,84,1028,207,1855,232,1512,306,2974,90,3446,57,3211,336,284,100,53,78,1180,49,23,36,2147,239,151,67,389,142,169,8,27.7,4.7,2.6,1.4,17.8,3.5,17.5,2.2,10.1,2,19.6,0.6,22.8,0.4,21.4,2.2,4.9,1.7,0.4,0.5,7.8,0.3,0.3,0.5,31.5,3.5,2.6,1.2,6.8,2.5,1.1,0.1,0.7038,0.1225,0.1922,0.847,0.6255,2.491,0.4938,0.5231,0.616,0.8753,0.3843,0.315,2.7137,0.6739,0.1985,0.1985,0.1985,0.0576,0.957,0.7019,0.6949,0.1798,2.5912,0.5482,7.9944,0.5196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,11222,1500,222,411,64,401,0,15,24,22,23,0,20,303,79,28,38,26,3.8,2.7,0.4,2.6,0,0.1,0.2,0.1,0.2,0,0.2,2,0.5,0.2,0.2
1,Alabama,AL,1031,Coffee County,1031,"Coffee County, Alabama",678.9858219,53559,0,24155,58,20363,424,13795,922,1095,240,4203,471,4891,470,5590,503,9165,13,12670,0,9438,536,1793,291,839,235,16684,78,385,141,3204,312,414,126,807,160,711,23,26.2,1.7,4.8,1,20.6,2.3,13.4,1.3,10.9,1,17.1,0.1,23.7,0,18.3,1,8.8,1.4,1.7,0.5,31.2,0.1,1.6,0.6,13.3,1.3,2,0.6,4,0.8,1.3,0,0.6446,0.518,0.4168,0.678,0.6822,2.9396,0.6497,0.2838,0.7375,0.7114,0.9042,0.7369,3.3738,0.9488,0.6806,0.6806,0.6806,0.2867,0.6262,0.5415,0.2491,0.252,1.9555,0.2323,8.9495,0.6802,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,49797,3013,314,8598,410,4500,0,563,136,277,103,8,14,2667,419,71,59,14.8,1.5,16.1,0.8,8.4,0,1.1,0.3,0.5,0.2,0,0.1,5,0.8,0.1,0.1
1,Alabama,AL,1033,Colbert County,1033,"Colbert County, Alabama",592.9531619,57270,0,27709,53,23266,475,13091,1315,903,199,5338,626,5561,564,4514,672,11453,67,11977,80,9850,603,1469,321,495,287,12785,46,848,218,2318,370,326,146,1089,235,498,50,23.1,2.3,3.4,0.7,22.9,2.6,13.6,1.4,7.9,1.2,20,0.1,20.9,0.1,17.3,1.1,6.3,1.4,0.9,0.5,22.3,0.1,3.1,0.8,8.4,1.3,1.4,0.6,4.7,1,0.9,0.1,0.5014,0.2393,0.6071,0.6885,0.4556,2.4919,0.4944,0.566,0.3548,0.6341,0.6538,0.5536,2.7623,0.6984,0.5644,0.5644,0.5644,0.5062,0.4298,0.3198,0.3751,0.1091,1.74,0.16,7.5586,0.4467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60833,5539,511,9171,259,1837,0,214,95,170,96,53,49,1262,292,78,87,23.8,2.1,16,0.5,3.2,0,0.4,0.2,0.3,0.2,0.1,0.1,2.2,0.5,0.1,0.2
1,Alabama,AL,1035,Conecuh County,1035,"Conecuh County, Alabama",850.278992,11576,0,6451,24,4453,226,4445,580,171,90,795,195,886,257,988,259,2714,0,2368,0,2411,365,247,119,0,80,5825,20,86,93,1679,252,32,42,312,153,58,8,38.6,5,4.4,2.2,17.9,4.3,10.6,3.1,8.6,2.3,23.4,0,20.5,0,20.9,3.2,5.6,2.7,0,0.7,50.3,0.2,1.3,1.4,26,3.9,0.7,0.9,7,3.4,0.5,0.1,0.9453,0.4267,0.1973,0.5078,0.5138,2.5909,0.5272,0.8129,0.3102,0.8521,0.5304,0,2.5056,0.5332,0.8727,0.8727,0.8727,0.2316,0.9077,0.0948,0.7203,0.0388,1.9932,0.2482,7.9624,0.5122,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,10735,1471,264,5553,132,80,98,36,32,33,37,0,20,111,68,12,21,33,5.6,48,1.1,0.7,0.8,0.3,0.3,0.3,0.3,0,0.3,1,0.6,0.1,0.2
1,Alabama,AL,1037,Coosa County,1037,"Coosa County, Alabama",650.9088841,10329,0,6045,19,3999,204,2215,391,178,127,612,161,1329,276,612,202,2523,44,1658,71,2537,347,187,95,0,80,3697,103,9,11,1813,223,144,91,151,64,360,16,22.2,3.9,4.4,3,15.3,3.9,16.5,3.4,6.2,2,24.4,0.4,16.1,0.7,25.6,3.5,4.7,2.4,0,0.8,35.8,1,0.1,0.2,30,3.7,3.7,2.3,3.8,1.6,3.5,0.2,0.4582,0.4267,0.077,0.8158,0.2883,2.066,0.3513,0.8581,0.0449,0.9695,0.3411,0,2.2136,0.328,0.7321,0.7321,0.7321,0.0309,0.9443,0.8486,0.2208,0.7178,2.7624,0.6427,7.7741,0.4808,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2,6473,861,193,3120,33,284,0,0,20,9,15,0,20,227,89,57,77,21.5,4.7,30.2,0.3,2.7,0,0,0.4,0.1,0.1,0,0.4,2.2,0.9,0.6,0.8
1,Alabama,AL,1039,Covington County,1039,"Covington County, Alabama",1030.570161,37542,0,18644,40,14194,365,11085,1010,877,241,2963,369,3767,462,3798,687,8165,59,8227,13,7690,531,1027,239,27,101,6584,85,179,74,3795,412,217,100,902,206,722,29,30.1,2.7,5.5,1.5,20.9,2.5,14.2,1.7,10.3,1.9,21.7,0.2,21.9,0.1,20.8,1.4,7.2,1.7,0.1,0.3,17.5,0.2,1,0.4,20.4,2.2,1.6,0.7,6.4,1.4,1.9,0.1,0.784,0.6583,0.4413,0.7184,0.6395,3.2415,0.7509,0.7136,0.4846,0.847,0.7706,0.0856,2.9014,0.7821,0.4839,0.4839,0.4839,0.1785,0.8183,0.3933,0.6497,0.462,2.5018,0.5075,9.1286,0.7121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35955,3084,348,4606,233,749,0,218,15,101,66,0,27,825,261,85,83,21.7,2.3,12.3,0.6,2,0,0.6,0.1,0.3,0.2,0,0.1,2.2,0.7,0.2,0.2
1,Alabama,AL,1041,Crenshaw County,1041,"Crenshaw County, Alabama",608.8646157,13205,0,6553,29,4839,194,3660,386,332,149,1001,167,1640,210,1101,225,2611,84,3020,95,2184,242,256,91,66,95,3979,18,28,23,1720,206,51,33,354,114,248,9,28.4,3,6.1,2.6,20.7,3.3,17.9,2.3,8.5,1.7,19.8,0.6,22.9,0.7,16.9,1.9,5.3,1.9,0.5,0.8,30.1,0.1,0.4,0.4,26.2,3.1,1.1,0.7,7.3,2.3,1.9,0.1,0.7315,0.7544,0.4244,0.861,0.5065,3.2778,0.7588,0.5453,0.6312,0.6052,0.4693,0.377,2.628,0.6201,0.6656,0.6656,0.6656,0.0757,0.9112,0.2027,0.7572,0.462,2.4088,0.4575,8.9802,0.685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,10214,1674,202,3026,136,335,0,154,40,10,13,6,10,448,152,0,20,34.6,3.8,22.9,1,2.5,0,1.2,0.3,0.1,0.1,0,0.1,3.4,1.2,0,0.3
1,Alabama,AL,1043,Cullman County,1043,"Cullman County, Alabama",734.7389523,88284,0,39182,74,33649,590,20308,1611,1789,358,6269,654,9466,769,9266,778,16582,117,19672,81,15874,987,1954,356,649,259,8114,391,1032,292,7864,614,646,197,990,220,1210,37,23.3,1.8,4.3,0.9,18.6,1.9,15.4,1.3,10.6,0.9,18.8,0.1,22.3,0.1,18.2,1.1,5.8,1.1,0.8,0.3,9.2,0.4,2.7,0.7,20.1,1.6,1.9,0.6,2.9,0.7,1.4,0,0.5119,0.4038,0.2479,0.776,0.6627,2.6023,0.5323,0.447,0.5444,0.706,0.5711,0.518,2.7865,0.713,0.2587,0.2587,0.2587,0.4531,0.8097,0.5087,0.1088,0.2943,2.1746,0.3341,7.8221,0.4909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84337,5157,485,959,150,4056,0,278,82,243,181,27,34,2467,470,84,83,15.3,1.4,1.1,0.2,4.6,0,0.3,0.1,0.3,0.2,0,0.1,2.8,0.5,0.1,0.1
1,Alabama,AL,1045,Dale County,1045,"Dale County, Alabama",561.1128335,49455,0,22829,54,19400,365,14313,1048,1527,274,4517,471,4830,470,4676,597,8658,138,11403,46,9763,603,1461,243,420,202,16169,106,399,121,4098,397,137,65,1014,233,907,59,29.6,2.2,7.8,1.4,23.3,2.4,14.3,1.4,10,1.3,17.5,0.3,23.1,0.1,20.8,1.3,7.5,1.2,0.9,0.4,32.7,0.2,1.7,0.5,18,1.7,0.7,0.3,5.2,1.2,1.8,0.1,0.7671,0.9049,0.6405,0.7264,0.6185,3.6574,0.8648,0.3159,0.6564,0.847,0.805,0.5536,3.1779,0.9014,0.7003,0.7003,0.7003,0.3029,0.7563,0.0948,0.4642,0.4321,2.0503,0.2736,9.5859,0.7766,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48508,3336,364,10087,223,3467,0,611,95,218,91,12,13,1581,281,193,144,17.2,1.9,20.4,0.5,7,0,1.2,0.2,0.4,0.2,0,0.1,3.2,0.6,0.4,0.3
1,Alabama,AL,1047,Dallas County,1047,"Dallas County, Alabama",978.7375282,38326,0,18992,38,14753,397,15411,1198,1445,331,4184,519,3817,456,3625,576,7440,160,9038,60,7522,674,1281,265,86,110,27961,3,325,129,3296,365,194,82,2153,384,571,20,40.8,3.2,9.1,2.1,28.4,3.4,14.7,1.8,9.5,1.5,19.4,0.4,23.6,0.2,19.8,1.8,8.7,1.8,0.2,0.3,73,0,1.7,0.7,17.4,1.9,1.4,0.6,14.6,2.5,1.5,0.1,0.9644,0.9465,0.896,0.7464,0.5861,4.1394,0.9555,0.5049,0.7245,0.7989,0.8995,0.1661,3.0939,0.867,0.9698,0.9698,0.9698,0.3029,0.7429,0.3198,0.9838,0.3299,2.6793,0.594,10.8824,0.9189,1,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,1,4,37645,3530,388,26311,553,430,0,240,14,208,164,0,27,761,556,11,44,23.9,2.7,68.7,1.4,1.1,0,0.6,0.1,0.5,0.4,0,0.1,2,1.5,0,0.1
