ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
48,Texas,TX,48345,Motley County,48345,"Motley County, Texas",989.5654877,1223,167,718,69,460,68,190,77,18,21,40,31,129,50,227,79,383,70,215,78,282,85,27,17,0,60,271,228,6,18,54,29,4,16,11,11,0,15,15.5,5.9,3,3.2,8.7,6.6,14,5.2,18.6,5.7,31.3,6.5,17.6,5.6,23.1,6.6,5.9,3.6,0,5.2,22.2,18.4,0.8,2.5,7.5,4,0.9,3.5,2.4,2.3,0,1.2,0.1438,0.1718,0.0048,0.7092,0.9415,1.9711,0.3236,0.978,0.0935,0.9224,0.5912,0,2.5851,0.5889,0.5616,0.5616,0.5616,0.1406,0.3799,0.1479,0.0595,0,0.7279,0.0067,5.8457,0.1721,0,0,0,0,1,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,3,815,107,45,25,35,167,88,0,15,0,15,0,15,73,38,6,11,23.3,8.8,2,2.9,13.7,6.6,0,4,0,4,0,4,6,3.1,0.5,0.9
48,Texas,TX,48347,Nacogdoches County,48347,"Nacogdoches County, Texas",946.3232382,64768,0,28903,55,24893,416,20371,1243,2029,394,7256,703,5595,487,9918,902,9883,67,14991,0,10627,761,2313,407,2189,436,26892,162,3200,441,5330,482,1251,316,1492,289,5197,114,34.3,2.1,6.6,1.3,29.1,2.8,14.8,1.3,15.5,1.4,15.3,0.1,23.1,0,16.6,1.2,9.3,1.6,3.6,0.7,41.5,0.3,11,1.5,18.4,1.7,5.1,1.3,6,1.2,8,0.2,0.8836,0.8142,0.916,0.7512,0.8791,4.2441,0.972,0.1575,0.6564,0.5781,0.923,0.889,3.204,0.9106,0.797,0.797,0.797,0.8861,0.7687,0.93,0.5959,0.9036,4.0843,0.9984,12.3294,0.9952,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,2,4,64547,3891,458,11174,233,13229,0,574,183,136,79,54,52,1512,349,213,160,15.6,1.8,17.3,0.4,20.4,0,0.9,0.3,0.2,0.1,0.1,0.1,2.3,0.5,0.3,0.2
48,Texas,TX,48349,Navarro County,48349,"Navarro County, Texas",1009.701636,52834,0,21429,90,18058,422,15691,1522,1350,333,4998,533,6647,605,9409,1069,8795,43,13503,48,9070,706,1337,301,2370,428,25083,437,845,271,3584,405,1126,266,916,224,1097,31,30.4,2.9,5.6,1.4,27.7,2.9,19.6,1.8,18.1,2.1,16.6,0.1,25.6,0.1,17.4,1.4,7.4,1.7,4.8,0.9,47.5,0.8,4,1.3,16.7,1.9,6.3,1.5,5.1,1.2,2.1,0.1,0.7957,0.6777,0.8737,0.9087,0.9335,4.1893,0.9628,0.244,0.8918,0.6421,0.7935,0.9227,3.4941,0.9685,0.8565,0.8565,0.8565,0.6004,0.7238,0.9564,0.4454,0.5145,3.2405,0.8587,11.7804,0.979,0,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,1,0,0,1,4,52672,3373,354,5953,480,15439,0,338,91,48,23,891,43,2339,709,75,119,18.7,2,11.3,0.9,29.2,0,0.6,0.2,0.1,0.1,1.7,0.1,4.4,1.3,0.1,0.2
48,Texas,TX,48351,Newton County,48351,"Newton County, Texas",933.6767004,12333,0,6457,21,4787,248,4619,588,518,149,970,213,1579,276,2966,370,2737,28,2658,62,1879,264,306,92,0,92,3137,53,36,29,2291,280,287,107,365,145,163,33,38,4.8,10.6,2.9,20.3,4.3,18.1,3.2,24.3,3,22.2,0.2,21.6,0.5,15.4,2.2,6.4,1.9,0,0.8,25.4,0.4,0.5,0.4,35.5,4.3,6,2.2,7.6,3,1.3,0.3,0.9408,0.9717,0.3917,0.8686,0.9854,4.1582,0.9574,0.7464,0.4413,0.4699,0.6736,0,2.3312,0.4092,0.6128,0.6128,0.6128,0.0923,0.978,0.951,0.7881,0.252,3.0614,0.7843,10.1636,0.8463,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,2,5,8542,562,169,2272,145,506,0,85,33,22,28,20,36,204,139,28,44,11.7,3.4,18.4,1.2,4.1,0,0.7,0.3,0.2,0.2,0.2,0.3,1.7,1.1,0.2,0.4
48,Texas,TX,48353,Nolan County,48353,"Nolan County, Texas",911.9967627,14657,0,7118,20,5670,191,4928,748,448,194,1232,251,1537,224,2470,409,2811,114,3798,15,2841,317,484,148,376,183,6970,111,316,123,505,122,357,135,388,141,295,19,34.3,5.2,6.6,2.8,21.7,4.4,16.1,2.3,17.1,2.8,19.2,0.8,25.9,0.1,19.6,2.2,8.5,2.6,2.8,1.3,47.6,0.8,4.5,1.7,7.1,1.7,6.3,2.4,6.8,2.4,2,0.1,0.8836,0.8142,0.5081,0.804,0.9173,3.9272,0.9255,0.4871,0.9077,0.7868,0.8883,0.8438,3.9137,0.9981,0.8571,0.8571,0.8571,0.6452,0.3621,0.9564,0.6949,0.4916,3.1502,0.8212,11.8482,0.9815,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,3,15032,1296,222,658,122,5777,0,27,40,26,34,0,23,482,166,0,23,22.9,3.7,4.5,0.8,39.4,0,0.2,0.3,0.2,0.2,0,0.3,3.3,1.1,0,0.3
48,Texas,TX,48355,Nueces County,48355,"Nueces County, Texas",839.245208,353245,0,151836,173,130122,1059,91317,4036,9663,837,38261,1743,35937,1698,62877,2774,53032,105,85206,8,45511,1951,10898,867,8569,959,254280,286,17565,1062,5359,578,4814,652,9052,821,8631,135,26.4,1.2,5.7,0.5,29.4,1.3,15.5,0.7,18.1,0.8,15,0.1,24.1,0.1,13.1,0.6,8.4,0.7,2.6,0.3,72,0.1,11.6,0.7,3.5,0.4,3.7,0.5,7,0.6,2.4,0,0.6538,0.6939,0.9249,0.7795,0.9335,3.9856,0.9332,0.1425,0.7852,0.259,0.8826,0.8295,2.8988,0.7801,0.9666,0.9666,0.9666,0.8963,0.1689,0.8486,0.7203,0.5765,3.2106,0.8492,11.0616,0.9351,0,0,1,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,373127,18071,1199,12210,336,229173,0,7499,301,493,161,235,126,4106,549,564,245,13.9,0.9,3.5,0.1,64.9,0,2.1,0.1,0.1,0.1,0.1,0.1,1.2,0.2,0.2,0.1
48,Texas,TX,48357,Ochiltree County,48357,"Ochiltree County, Texas",917.6841691,9924,0,4327,20,3684,173,2905,560,76,71,709,212,1440,228,2335,486,1061,95,3005,24,1406,217,492,191,1400,267,5884,49,288,133,643,154,294,129,121,100,74,37,29.6,5.7,1.5,1.4,19.2,5.7,23.7,3.5,23.7,4.9,10.7,1,30.3,0.2,14.3,2.2,13.4,5.1,15.3,2.9,59.3,0.5,6.7,3.1,14.9,3.6,8,3.5,3.3,2.7,0.7,0.4,0.7671,0.0391,0.293,0.9647,0.9828,3.0467,0.6863,0.0162,0.9787,0.3662,0.9892,0.9943,3.3446,0.9434,0.9163,0.9163,0.9163,0.7751,0.6729,0.9765,0.1537,0.0694,2.6476,0.5765,9.9552,0.8244,0,0,0,1,1,2,0,1,0,1,1,3,1,1,0,0,1,0,0,1,7,10281,461,151,3,14,5571,0,45,61,70,68,0,21,181,84,14,19,12.5,4.1,0,0.1,56.1,0,0.5,0.6,0.7,0.7,0,0.5,1.8,0.8,0.1,0.2
48,Texas,TX,48359,Oldham County,48359,"Oldham County, Texas",1500.522532,2171,192,791,64,631,68,483,169,13,15,97,37,215,96,227,77,274,57,723,120,197,55,13,10,32,58,742,241,5,17,130,33,12,18,10,8,357,69,26.1,8.7,1.5,1.7,15.4,5.6,16.5,6.7,12.3,3.8,12.6,2.7,33.3,4,10.6,2.9,2,1.6,1.6,2.8,34.2,10.7,0.6,2.1,16.4,4.5,1.9,2.8,1.6,1.3,16.4,2.8,0.643,0.0391,0.0802,0.8158,0.7633,2.3414,0.4496,0.0461,0.9933,0.0808,0.0331,0.7197,1.873,0.1374,0.7146,0.7146,0.7146,0.1088,0.7149,0.5087,0.0245,0.9765,2.3334,0.4184,7.2624,0.392,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2,2074,79,26,147,82,568,139,18,23,0,15,0,15,9,10,0,15,12.5,3.8,6.8,3.6,26.2,5.4,0.8,1.1,0,2.3,0,2.3,0.4,0.5,0,2.3
48,Texas,TX,48361,Orange County,48361,"Orange County, Texas",333.7855821,84761,0,37422,73,31274,614,17789,1645,2341,406,5836,725,6056,652,13702,1574,13312,71,21218,0,14072,1093,1859,371,1245,359,18179,264,1909,466,6334,627,784,229,1646,340,741,16,21.2,2,5.8,1,18.7,2.3,10.7,1.1,16.3,1.9,15.7,0.1,25,0,16.7,1.3,6,1.2,1.6,0.5,21.4,0.3,5.1,1.2,16.9,1.7,2.5,0.7,5.3,1.1,0.9,0,0.4057,0.7082,0.2555,0.5164,0.8979,2.7837,0.594,0.1775,0.8521,0.588,0.6102,0.7197,2.9475,0.8037,0.5476,0.5476,0.5476,0.6914,0.7315,0.685,0.4868,0.1091,2.7038,0.6099,8.9826,0.6853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74670,2949,424,7280,304,7549,0,539,197,130,84,53,83,2547,444,81,80,9.4,1.4,8.6,0.4,8.9,0,0.6,0.2,0.2,0.1,0.1,0.1,3,0.5,0.1,0.1
48,Texas,TX,48363,Palo Pinto County,48363,"Palo Pinto County, Texas",952.5486511,28569,0,15138,46,10640,319,7462,684,970,231,2670,331,2433,273,5293,674,5645,70,6641,61,4683,466,483,168,462,166,7679,246,537,162,2578,327,310,105,426,120,287,7,26.4,2.4,7.3,1.8,25.1,3,12.5,1.4,18.7,2.4,19.8,0.2,23.2,0.2,16.5,1.6,4.6,1.6,1.7,0.6,26.9,0.9,3.6,1.1,17,2.2,2.9,1,4,1.1,1,0,0.6538,0.8731,0.7556,0.6319,0.9434,3.8578,0.9106,0.5453,0.6707,0.5692,0.3223,0.7369,2.8444,0.7515,0.6309,0.6309,0.6309,0.5641,0.7334,0.7537,0.2491,0.1403,2.4406,0.4738,9.7737,0.8015,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24529,1489,239,746,61,5851,0,285,45,68,34,0,28,617,224,112,116,14,2.1,2.6,0.2,20.5,0,1,0.2,0.2,0.1,0,0.2,2.2,0.8,0.4,0.4
48,Texas,TX,48365,Panola County,48365,"Panola County, Texas",811.3550903,22540,0,10784,43,8062,322,5025,824,290,117,1757,339,2490,399,4442,795,4564,58,5218,0,3738,488,440,149,322,150,6251,80,207,109,2651,376,265,108,248,116,450,9,22.8,3.7,2.9,1.2,21.8,4.1,16.3,2.6,19.9,3.6,20.2,0.3,23.1,0,16.8,2.2,5.5,1.8,1.5,100,27.7,0.4,1.9,1,24.6,3.5,3.3,1.3,3.1,1.4,2,0,0.4852,0.1588,0.5177,0.8097,0.959,2.9304,0.6456,0.5873,0.6564,0.5953,0.5103,0.7035,3.0528,0.8501,0.6389,0.6389,0.6389,0.3373,0.8899,0.8116,0.1301,0.4916,2.6605,0.5845,9.2826,0.7331,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21683,1422,224,2829,388,2109,0,118,96,14,23,0,28,1144,369,37,46,17.6,2.8,12.6,1.7,9.4,0,0.5,0.4,0.1,0.1,0,0.2,5.1,1.6,0.2,0.2
48,Texas,TX,48367,Parker County,48367,"Parker County, Texas",903.7196165,151188,0,57477,56,52622,572,20775,2167,2949,530,9972,915,9923,856,20668,1565,23745,73,37266,32,18438,1220,1790,370,2207,398,28724,482,1568,333,8545,699,1121,299,1465,311,1742,28,13.9,1.5,3.9,0.7,19,1.7,9.7,0.8,13.8,1,15.7,0.1,24.6,0.1,12.3,0.8,3.4,0.7,1.6,0.3,19,0.3,2.7,0.6,14.9,1.2,2.1,0.6,2.8,0.6,1.2,0,0.0932,0.3296,0.2774,0.4375,0.8279,1.9656,0.321,0.1775,0.8269,0.1925,0.1231,0.7197,2.0397,0.2284,0.5119,0.5119,0.5119,0.4531,0.6729,0.5759,0.099,0.2119,2.0128,0.258,6.53,0.2638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118167,4718,576,2058,354,20648,0,1237,172,279,107,77,54,4183,660,242,155,9,1.1,1.4,0.2,13.7,0,0.8,0.1,0.2,0.1,0.1,0.1,2.8,0.4,0.2,0.1
48,Texas,TX,48369,Parmer County,48369,"Parmer County, Texas",880.8214339,9809,0,3755,37,3203,153,2473,408,103,73,604,173,1804,239,2347,407,1504,71,2712,39,1127,219,203,95,1002,251,6642,19,129,86,352,113,156,69,62,44,78,4,25.5,4.2,2.1,1.5,18.9,5.3,28.9,3.8,24.2,4.2,15.3,0.7,27.6,0.4,11.6,2.2,6.4,3,11,2.8,67.7,0.2,3.4,2.3,9.4,3,4.9,2.1,1.9,1.4,0.8,0,0.6109,0.0732,0.2689,0.9905,0.985,2.9285,0.6437,0.1575,0.9526,0.1371,0.6736,0.9835,2.9043,0.7833,0.9513,0.9513,0.9513,0.5425,0.4744,0.923,0.0363,0.0875,2.0637,0.2797,8.8478,0.6596,0,0,0,1,1,2,0,1,0,0,1,2,1,1,0,0,1,0,0,1,6,11717,475,135,67,47,6382,0,0,21,29,45,0,21,146,72,18,37,14.8,4.2,0.7,0.5,65.1,0,0,0.5,0.3,0.5,0,0.5,1.5,0.7,0.2,0.4
48,Texas,TX,48371,Pecos County,48371,"Pecos County, Texas",4763.832629,15114,0,5818,24,5070,180,4070,927,75,44,1078,278,2478,358,2208,539,2048,85,3711,124,1091,225,419,159,563,244,11528,23,191,105,1175,261,121,101,430,185,2299,48,31.9,7.3,1.2,0.7,21.3,5.4,24.1,3.5,17.2,4.2,13.6,0.6,24.6,0.8,8.5,1.7,8.2,3.1,4,1.7,76.3,0.2,3.3,1.8,20.2,4.5,2.4,2,8.5,3.6,15.2,0.3,0.8317,0.0274,0.4788,0.9685,0.9182,3.2246,0.7474,0.0811,0.8269,0.0216,0.8686,0.9036,2.7018,0.6653,0.9771,0.9771,0.9771,0.5269,0.8116,0.6624,0.8501,0.9733,3.8243,0.9885,10.7278,0.9049,0,0,0,1,1,2,0,0,0,0,1,1,1,1,0,0,0,0,1,1,5,15205,1289,266,581,139,10597,0,191,153,13,23,23,29,123,133,0,23,25.4,5.1,3.8,0.9,70.1,0,1.3,1,0.1,0.2,0.2,0.2,0.8,0.9,0,0.3
48,Texas,TX,48373,Polk County,48373,"Polk County, Texas",1057.04428,50536,0,25087,39,18084,482,12124,986,1880,405,4012,495,6806,664,7815,805,9477,50,10162,46,11327,707,1187,254,974,268,14675,114,409,181,5681,553,1085,317,642,203,3698,55,25.9,2.1,9.3,2,22.2,2.7,18.6,1.8,16.7,1.7,18.8,0.1,20.1,0.1,24.2,1.5,6.6,1.4,2,0.6,29,0.2,1.7,0.7,22.6,2.2,6,1.7,3.6,1.1,7.3,0.1,0.6325,0.952,0.5504,0.8839,0.91,3.9288,0.9262,0.447,0.2698,0.9507,0.6984,0.7773,3.1432,0.8858,0.6532,0.6532,0.6532,0.3029,0.8543,0.951,0.196,0.8893,3.1935,0.8412,10.9187,0.9208,0,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,4,47022,3095,414,4064,373,7866,0,315,103,576,115,0,35,1842,417,12,20,17.1,2.2,8,0.7,15.6,0,0.6,0.2,1.1,0.2,0,0.1,3.6,0.8,0,0.1
48,Texas,TX,48375,Potter County,48375,"Potter County, Texas",908.389409,117905,0,48952,89,42824,543,39421,2163,1917,368,13501,882,17141,903,23871,1630,15870,65,31729,0,14717,836,3644,494,7188,796,67516,239,5722,506,3985,481,1962,343,3704,440,6858,134,35.4,1.9,3.7,0.7,31.5,2,22.8,1.2,21.5,1.5,13.5,0.1,26.9,0,13.2,0.7,8.5,1.1,6.6,0.7,57.3,0.2,11.7,1,8.1,1,4.6,0.8,8.6,1,5.8,0.1,0.9065,0.2924,0.9625,0.957,0.972,4.0904,0.9485,0.078,0.9376,0.2663,0.8883,0.9516,3.1218,0.8788,0.9052,0.9052,0.9052,0.8991,0.4114,0.91,0.8568,0.8451,3.9224,0.9936,12.0398,0.9889,1,0,1,1,1,4,0,1,0,0,1,2,1,1,0,0,1,0,0,1,8,152836,7177,587,11781,419,46658,0,5981,181,462,82,52,48,2528,559,54,59,16.8,1.4,10,0.4,39.6,0,5.1,0.2,0.4,0.1,0,0.1,2.1,0.5,0,0.1
48,Texas,TX,48377,Presidio County,48377,"Presidio County, Texas",3855.25065,6168,0,3396,226,2275,248,2883,893,345,334,641,237,1456,401,2036,609,1405,281,1842,233,937,305,100,98,1027,392,5016,183,61,85,447,153,203,116,316,191,5,8,46.8,14.5,12.3,11.5,28.2,10,38.4,10.5,33,9.9,22.8,4.6,29.9,3.8,15.2,4.9,4.4,4.3,18.1,6.9,81.3,3,1.8,2.5,13.2,4.4,8.9,5,13.9,8.1,0.1,0.1,0.987,0.986,0.8899,0.9978,0.9981,4.8588,1,0.7798,0.9745,0.4489,0.2787,0.9962,3.4781,0.9669,0.9825,0.9825,0.9825,0.321,0.6223,0.9812,0.98,0.0156,2.9201,0.7219,12.2395,0.9933,1,1,0,1,1,4,0,1,0,0,1,2,1,1,0,0,1,1,0,2,9,5692,674,234,0,21,4893,172,2,3,42,76,0,21,79,90,0,21,29.6,9.5,0,0.8,79.3,2.8,0,0.1,0.7,1.2,0,0.8,1.3,1.5,0,0.8
48,Texas,TX,48379,Rains County,48379,"Rains County, Texas",229.489945,12257,0,5811,21,4710,264,2344,478,121,57,682,149,1159,264,1986,389,2942,93,2355,193,2469,334,277,113,257,194,2032,60,46,31,1178,215,136,72,193,121,64,3,19.3,3.9,2.3,1.1,14.5,3.1,12.6,2.8,16.3,3.2,24,0.8,19.2,1.6,20.2,2.7,5.8,2.4,2.2,1.7,16.6,0.5,0.8,0.5,20.3,3.7,2.9,1.5,4.1,2.6,0.5,0,0.3112,0.0939,0.0579,0.637,0.8979,1.9979,0.3318,0.8403,0.1934,0.8218,0.5711,0.7973,3.2239,0.9185,0.4636,0.4636,0.4636,0.1406,0.8151,0.7537,0.2708,0.0388,2.019,0.2615,7.7044,0.4706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8714,658,169,325,65,1203,0,99,51,107,48,0,23,265,115,33,48,14,3.5,2.7,0.5,9.8,0,0.8,0.4,0.9,0.4,0,0.4,2.2,0.9,0.3,0.4
48,Texas,TX,48381,Randall County,48381,"Randall County, Texas",912.7101001,141489,0,60525,103,54984,648,21641,1879,2137,424,12455,973,5734,548,13454,1171,21850,127,33823,0,14840,884,3879,579,1114,329,45396,703,6994,663,4024,528,1366,318,1542,340,2687,60,15.6,1.4,2.8,0.6,22.7,1.7,6.1,0.6,9.6,0.8,15.4,0.1,23.9,0,10.6,0.6,7.1,1,0.8,0.2,32.1,0.5,11.6,1.1,6.6,0.9,2.4,0.6,2.8,0.6,1.9,0,0.1495,0.1457,0.5899,0.1279,0.5927,1.6057,0.2154,0.1613,0.7639,0.0808,0.7601,0.518,2.2841,0.3751,0.6936,0.6936,0.6936,0.8963,0.3411,0.6624,0.099,0.462,2.4608,0.4839,7.0442,0.3519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106609,4751,486,3974,440,33883,0,2414,305,326,95,202,109,4057,784,540,365,8.6,0.9,2.8,0.3,23.9,0,1.7,0.2,0.2,0.1,0.1,0.1,2.9,0.6,0.4,0.3
48,Texas,TX,48383,Reagan County,48383,"Reagan County, Texas",1175.313453,3308,0,1325,80,1090,103,592,203,149,70,151,71,236,88,559,175,277,81,1002,109,167,68,64,44,63,82,2565,148,0,21,311,94,46,61,8,11,24,2,18,6.2,8.7,3.9,13.9,6.4,11.9,4.3,17,5.3,8.4,2.4,30.3,3.3,5.1,2.1,5.9,4,2.1,2.7,77.5,4.5,0,1.6,23.5,7.1,4.2,5.6,0.7,1,0.7,0.1,0.2485,0.9338,0.0452,0.5959,0.9154,2.7388,0.5794,0.0041,0.9787,0.0003,0.5912,0.7865,2.3608,0.4276,0.979,0.979,0.979,0,0.8721,0.8883,0.0054,0.0694,1.8352,0.1919,7.9138,0.5052,0,1,0,0,1,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,4,3614,170,91,69,59,2340,166,89,49,0,15,0,15,67,49,0,15,15.6,8.2,2.1,1.8,70.7,5,2.7,1.5,0,1.5,0,1.5,2,1.5,0,1.5
48,Texas,TX,48385,Real County,48385,"Real County, Texas",699.1584742,2830,0,1817,124,992,114,976,281,12,17,177,76,215,115,540,186,966,170,675,162,832,193,29,31,51,72,762,193,4,17,464,97,36,39,37,43,119,7,37.6,10.6,1.6,2.1,17.8,7.4,10.9,5.4,19.8,6.8,34.1,6,23.9,5.7,30.5,7.1,2.9,3.1,1.9,2.7,26.9,6.8,0.2,0.9,25.5,4.9,3.6,3.9,3.7,4.3,4.2,0.2,0.9341,0.0442,0.1922,0.5304,0.958,2.6589,0.5523,0.9895,0.7639,0.9927,0.0741,0.7668,3.587,0.9806,0.6309,0.6309,0.6309,0.0414,0.8995,0.8412,0.2068,0.769,2.7579,0.6392,9.6347,0.783,1,0,0,0,1,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,4,2483,254,88,37,40,724,192,0,15,0,15,0,15,1,3,0,15,25.6,7.7,1.3,1.4,25.6,6.8,0,1.7,0,1.7,0,1.7,0,0.1,0,1.7
48,Texas,TX,48387,Red River County,48387,"Red River County, Texas",1043.895191,11627,0,6195,19,4662,210,3516,518,171,115,1054,201,1260,261,2165,376,3016,108,2338,11,1925,261,190,81,181,115,3119,14,204,118,946,196,91,62,159,91,190,4,30.8,4.5,3.8,2.5,22.6,4.2,14.9,3.1,18.9,3.3,25.9,0.9,20.1,0.1,16.8,2.3,4.1,1.7,1.7,1.1,26.8,0.1,3.3,1.9,15.3,3.2,1.9,1.3,3.4,2,1.6,0,0.805,0.3115,0.5819,0.7553,0.9459,3.3996,0.7945,0.9039,0.2698,0.5953,0.2211,0.7369,2.727,0.6783,0.6287,0.6287,0.6287,0.5269,0.6809,0.5087,0.1693,0.3675,2.2533,0.3796,9.0086,0.6895,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,9729,1489,224,1816,137,902,0,38,48,94,43,2,4,243,120,24,37,31.9,4.4,15.6,1.2,7.8,0,0.3,0.4,0.8,0.4,0,0.1,2.1,1,0.2,0.3
48,Texas,TX,48389,Reeves County,48389,"Reeves County, Texas",2635.352451,14022,0,5064,58,4117,206,4398,760,473,301,836,235,2668,445,2152,487,1741,88,3253,0,1417,366,481,216,1560,430,11128,278,230,166,589,187,298,182,205,113,1146,164,34.1,5.9,7,4.4,20.3,5.6,29.2,4.8,16.7,3.7,12.4,0.6,23.2,0,11,2.8,11.7,5.2,11.8,3.3,79.4,2,4.5,3.3,11.6,3.7,7.2,4.4,5,2.7,8.2,1.2,0.8816,0.8476,0.3917,0.9914,0.91,4.0223,0.9389,0.0407,0.6707,0.0999,0.9749,0.9857,2.7719,0.7035,0.9809,0.9809,0.9809,0.6452,0.5632,0.9685,0.4295,0.9058,3.5122,0.9462,11.2873,0.9548,0,0,0,1,1,2,0,0,0,1,1,2,1,1,0,0,1,0,1,2,7,13525,1206,239,106,81,10574,0,152,212,12,18,24,34,56,60,204,160,29.3,5.3,0.8,0.6,75.4,0,1.1,1.5,0.1,0.1,0.2,0.2,0.4,0.4,1.5,1.1
48,Texas,TX,48391,Refugio County,48391,"Refugio County, Texas",770.4841306,6718,0,3311,16,2235,147,1798,348,155,80,570,134,760,164,1037,209,1499,26,1517,0,1558,218,199,96,77,89,4030,25,22,26,426,114,58,36,212,80,157,3,27.4,5.3,5.6,2.9,25.5,5.8,16.2,3.4,15.8,3.2,22.3,0.4,22.6,0,23.7,3.3,8.9,4.3,1.2,1.4,60,0.4,0.7,0.8,12.9,3.4,2.6,1.6,9.5,3.5,2.3,0,0.6946,0.6777,0.7833,0.8069,0.8861,3.8486,0.91,0.7525,0.587,0.9405,0.909,0.6367,3.8257,0.9962,0.9201,0.9201,0.9201,0.1254,0.6128,0.7019,0.9026,0.5577,2.9004,0.7133,11.4948,0.9653,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,1,0,1,4,6163,545,95,433,76,3473,0,16,33,4,6,0,21,85,70,19,24,24.4,4.1,6.4,1.1,51.7,0,0.2,0.5,0.1,0.1,0,0.7,1.3,1,0.3,0.4
